,url,status_code,history,timestamp,error_msg
co-montrosecounty3.civicplus.com,https://www.montrosecounty.net/,200,[<Response [302]>],2020-07-02T22:47:57.470122,
co-montrosedda.civicplus.com,https://co-montrosedda2.civicplus.com/,200,[<Response [302]>],2020-07-02T22:47:58.806486,
co-montrosedda2.civicplus.com,https://co-montrosedda2.civicplus.com/,200,[<Response [302]>],2020-07-02T22:47:59.643846,
co-montroseedc.civicplus.com,https://www.montroseedc.org/,200,[<Response [302]>],2020-07-02T22:48:00.424745,
co-montroseedc2.civicplus.com,https://www.montroseedc.org/,200,[<Response [302]>],2020-07-02T22:48:01.185201,
co-montrosefairgrounds.civicplus.com,http://co-montrosefairgrounds.civicplus.com/,200,[],2020-07-02T22:48:01.320972,
co-montrosepavilion.civicplus.com,https://www.montrosepavilion.org/,200,[<Response [302]>],2020-07-02T22:48:02.015564,
co-montrosepavilion2.civicplus.com,https://www.montrosepavilion.org/,200,[<Response [302]>],2020-07-02T22:48:02.595805,
co-montroseportal.civicplus.com,https://www.montrose.org/,200,[<Response [302]>],2020-07-02T22:48:04.172253,
co-montroseportal3.civicplus.com,https://www.montrose.org/,200,[<Response [302]>],2020-07-02T22:48:04.847318,
co-montroserec.civicplus.com,http://co-montroserec.civicplus.com/,200,[],2020-07-02T22:48:05.286000,
co-montroserec2.civicplus.com,http://co-montroserec2.civicplus.com/,200,[],2020-07-02T22:48:05.663719,
co-montroserec3.civicplus.com,http://co-montroserec3.civicplus.com/,200,[],2020-07-02T22:48:06.099443,
co-montrosevcb.civicplus.com,http://co-montrosevcb.civicplus.com/,200,[],2020-07-02T22:48:06.234119,
co-montrosevcb2.civicplus.com,http://co-montrosevcb2.civicplus.com/,200,[],2020-07-02T22:48:06.380378,
co-montrosevcb3.civicplus.com,http://co-montrosevcb3.civicplus.com/,200,[],2020-07-02T22:48:06.515741,
co-monument.civicplus.com,http://co-monument.civicplus.com/,200,[],2020-07-02T22:48:07.180652,
co-morrison.civicplus.com,http://co-morrison.civicplus.com/,200,[],2020-07-02T22:48:07.554262,
co-mountainvillage3.civicplus.com,http://co-mountainvillage3.civicplus.com/,404,[],2020-07-02T22:48:07.692340,
co-mvfpd.civicplus.com,http://co-mvfpd.civicplus.com/,200,[],2020-07-02T22:48:07.826778,
co-orchardcity.civicplus.com,http://co-orchardcity.civicplus.com/,200,[],2020-07-02T22:48:08.509407,
co-orchardcity2.civicplus.com,http://co-orchardcity2.civicplus.com/,200,[],2020-07-02T22:48:09.089201,
co-ouraycounty.civicplus.com,http://co-ouraycounty.civicplus.com/,200,[],2020-07-02T22:48:09.466042,
co-parkcounty.civicplus.com,http://co-parkcounty.civicplus.com/,200,[],2020-07-02T22:48:09.978158,
co-parkcounty2.civicplus.com,http://co-parkcounty2.civicplus.com/,200,[],2020-07-02T22:48:10.513010,
co-parker.civicplus.com,http://co-parker.civicplus.com/,200,[],2020-07-02T22:48:10.652455,
co-parker2.civicplus.com,http://co-parker2.civicplus.com/,200,[],2020-07-02T22:48:10.791849,
co-parker3.civicplus.com,http://co-parker3.civicplus.com/,200,[],2020-07-02T22:48:11.902013,
co-parkercreative.civicplus.com,http://co-parkercreative.civicplus.com/,200,[],2020-07-02T22:48:12.040449,
co-parkerintranet.civicplus.com,https://co-parkerintranet.civicplus.com/MyAccount?from=url&url=/&useSamlLogin=True&pageId=1,200,"[<Response [302]>, <Response [302]>]",2020-07-02T22:48:13.973504,
co-parkerpace.civicplus.com,http://co-parkerpace.civicplus.com/,200,[],2020-07-02T22:48:14.630865,
co-parkerpolice.civicplus.com,http://co-parkerpolice.civicplus.com/,200,[],2020-07-02T22:48:15.522582,
co-parkerpolice2.civicplus.com,http://co-parkerpolice2.civicplus.com/,200,[],2020-07-02T22:48:16.047241,
co-parkerrec.civicplus.com,http://co-parkerrec.civicplus.com/,200,[],2020-07-02T22:48:16.181695,
co-parkerrec2.civicplus.com,http://co-parkerrec2.civicplus.com/,200,[],2020-07-02T22:48:16.791164,
co-parkerwsd.civicplus.com,http://co-parkerwsd.civicplus.com/,200,[],2020-07-02T22:48:17.303044,
co-parkerwsd2.civicplus.com,http://co-parkerwsd2.civicplus.com/,200,[],2020-07-02T22:48:17.919821,
co-parkerwsdintranet.civicplus.com,https://co-parkerwsdintranet.civicplus.com/Authentication/PublicLogin?txtRedirect=http%3a%2f%2fco-parkerwsdintranet.civicplus.com%2f,403,"[<Response [302]>, <Response [302]>, <Response [302]>]",2020-07-02T22:48:19.710865,
co-pbhmd.civicplus.com,http://co-pbhmd.civicplus.com/,200,[],2020-07-02T22:48:20.074394,
co-pikespeakboces.civicplus.com,http://co-pikespeakboces.civicplus.com/,200,[],2020-07-02T22:48:21.626783,
co-pitkincounty2.civicplus.com,https://pitkincounty.com/,200,[<Response [302]>],2020-07-02T22:48:22.558807,
co-platteville.civicplus.com,https://www.plattevillegov.org/,200,[<Response [302]>],2020-07-02T22:48:23.202715,
co-pueblo.civicplus.com,https://www.pueblo.us/,200,[<Response [302]>],2020-07-02T22:48:25.480757,
co-pueblocountysheriff.civicplus.com,https://www.pueblosheriff.com/,200,[<Response [302]>],2020-07-02T22:48:26.343742,
co-pueblomemorialhall.civicplus.com,http://co-pueblomemorialhall.civicplus.com/,200,[],2020-07-02T22:48:26.985294,
co-pueblomemorialhall2.civicplus.com,http://co-pueblomemorialhall2.civicplus.com/,200,[],2020-07-02T22:48:27.522645,
co-pueblosrda.civicplus.com,http://co-pueblosrda.civicplus.com/,200,[],2020-07-02T22:48:28.117618,
co-pueblowest.civicplus.com,http://co-pueblowest.civicplus.com/,200,[],2020-07-02T22:48:29.316778,
co-redhawkridgegolf.civicplus.com,http://co-redhawkridgegolf.civicplus.com/,200,[],2020-07-02T22:48:29.787817,
co-reunionmetro.civicplus.com,http://co-reunionmetro.civicplus.com/,200,[],2020-07-02T22:48:29.926052,
co-reuterhessrecreationauthority.civicplus.com,http://co-reuterhessrecreationauthority.civicplus.com/,200,[],2020-07-02T22:48:30.308082,
co-rifle.civicplus.com,https://www.rifleco.org/,200,[<Response [302]>],2020-07-02T22:48:31.024958,
co-rifle2.civicplus.com,https://www.rifleco.org/,200,[<Response [302]>],2020-07-02T22:48:31.791728,
co-rifle3.civicplus.com,https://www.rifleco.org/,200,[<Response [302]>],2020-07-02T22:48:32.546825,
co-rioblancocounty.civicplus.com,https://www.rbc.us/,200,[<Response [302]>],2020-07-02T22:48:33.356234,
co-routtcounty.civicplus.com,http://co-routtcounty.civicplus.com/,200,[],2020-07-02T22:48:33.978089,
co-routtcounty2.civicplus.com,http://co-routtcounty2.civicplus.com/,200,[],2020-07-02T22:48:34.563568,
co-rwbfiredistrict.civicplus.com,https://www.rwbfire.org/,200,[<Response [302]>],2020-07-02T22:48:35.404609,
co-sacwsd.civicplus.com,https://www.sacwsd.org/,200,[<Response [302]>],2020-07-02T22:48:36.073890,
co-sacwsd2.civicplus.com,https://www.sacwsd.org/,200,[<Response [302]>],2020-07-02T22:48:36.649575,
co-sanmiguelcounty.civicplus.com,http://co-sanmiguelcounty.civicplus.com/,200,[],2020-07-02T22:48:36.788913,
co-sanmiguelcounty2.civicplus.com,https://www.sanmiguelcountyco.gov/,200,[<Response [302]>],2020-07-02T22:48:37.470654,
co-sheridan.civicplus.com,http://co-sheridan.civicplus.com/,200,[],2020-07-02T22:48:38.054181,
co-smfara.civicplus.com,http://co-smfara.civicplus.com/,200,[],2020-07-02T22:48:38.539388,
co-snowmassvillage.civicplus.com,https://www.tosv.com/,200,[<Response [302]>],2020-07-02T22:48:39.405217,
co-snowmassvillage2.civicplus.com,https://www.tosv.com/,200,[<Response [302]>],2020-07-02T22:48:40.261809,
co-snowmassvillageprt.civicplus.com,http://co-snowmassvillageprt.civicplus.com/,200,[],2020-07-02T22:48:40.800900,
co-southgatewsd.civicplus.com,http://co-southgatewsd.civicplus.com/,200,[],2020-07-02T22:48:41.258500,
co-southmetrofoundation.civicplus.com,http://co-southmetrofoundation.civicplus.com/,200,[],2020-07-02T22:48:41.672161,
co-steamboatsprings.civicplus.com,http://co-steamboatsprings.civicplus.com/,200,[],2020-07-02T22:48:42.865463,
co-steamboatsprings2.civicplus.com,http://co-steamboatsprings2.civicplus.com/,200,[],2020-07-02T22:48:44.122463,
co-summitcounty.civicplus.com,http://co-summitcounty.civicplus.com/,200,[],2020-07-02T22:48:44.796416,
co-summitcounty2.civicplus.com,http://co-summitcounty2.civicplus.com/,200,[],2020-07-02T22:48:45.521780,
co-svtransportation.civicplus.com,http://co-svtransportation.civicplus.com/,200,[],2020-07-02T22:48:45.929826,
co-telluride.civicplus.com,https://www.telluride-co.gov/,200,[<Response [302]>],2020-07-02T22:48:46.652349,
co-telluride2.civicplus.com,https://www.telluride-co.gov/,200,[<Response [302]>],2020-07-02T22:48:47.300583,
co-tricountyhealth.civicplus.com,http://co-tricountyhealth.civicplus.com/,200,[],2020-07-02T22:48:47.985704,
co-tricountyhealth2.civicplus.com,http://co-tricountyhealth2.civicplus.com/,200,[],2020-07-02T22:48:48.648552,
co-wellington.civicplus.com,http://co-wellington.civicplus.com/,200,[],2020-07-02T22:48:49.316590,
co-westmetrofire.civicplus.com,http://co-westmetrofire.civicplus.com/,200,[],2020-07-02T22:48:50.167491,
co-westmetrofire2.civicplus.com,http://co-westmetrofire2.civicplus.com/,200,[],2020-07-02T22:48:50.904713,
co-westmetrofireintranet.civicplus.com,http://co-westmetrofireintranet.civicplus.com/,404,[],2020-07-02T22:48:51.042488,
co-wheatridge-old.civicplus.com,http://co-wheatridge-old.civicplus.com/,200,[],2020-07-02T22:48:51.180707,
co-wheatridge.civicplus.com,https://www.ci.wheatridge.co.us/,200,[<Response [302]>],2020-07-02T22:48:52.352481,
co-wheatridge2.civicplus.com,https://www.ci.wheatridge.co.us/,200,[<Response [302]>],2020-07-02T22:48:53.154375,
co-wheatridge3.civicplus.com,https://www.ci.wheatridge.co.us/,200,[<Response [302]>],2020-07-02T22:48:53.755557,
co-wheatridgeparksandrec.civicplus.com,http://co-wheatridgeparksandrec.civicplus.com/,200,[],2020-07-02T22:48:54.352106,
co-windsor.civicplus.com,https://co-windsor.civicplus.com/Error.aspx?aspxerrorpath=/,500,"[<Response [301]>, <Response [302]>]",2020-07-02T22:49:02.176784,
co-windsor2.civicplus.com,https://co-windsor2.civicplus.com/Error.aspx?aspxerrorpath=/,500,"[<Response [301]>, <Response [302]>]",2020-07-02T22:49:02.582153,
co-windsor3.civicplus.com,https://co-windsor3.civicplus.com/,200,[<Response [301]>],2020-07-02T22:49:03.337796,
co-winterpark.civicplus.com,http://co-winterpark.civicplus.com/,403,[],2020-07-02T22:49:03.483048,
ct-bristol.civicplus.com,http://ct-bristol.civicplus.com/,200,[],2020-07-02T22:49:04.127257,
ct-bristol2.civicplus.com,http://ct-bristol2.civicplus.com/,200,[],2020-07-02T22:49:04.773354,
ct-clinton.civicplus.com,https://clintonct.org/,200,[<Response [302]>],2020-07-02T22:49:05.850398,
ct-coventry.civicplus.com,https://www.coventryct.org/,200,[<Response [302]>],2020-07-02T22:49:06.643062,
ct-coventry2.civicplus.com,https://www.coventryct.org/,200,[<Response [302]>],2020-07-02T22:49:07.432193,
ct-ellington.civicplus.com,http://ct-ellington.civicplus.com/,200,[],2020-07-02T22:49:08.009043,
ct-ellingtonlibrary.civicplus.com,http://ct-ellingtonlibrary.civicplus.com/,200,[],2020-07-02T22:49:08.636998,
ct-ellingtonparks.civicplus.com,http://ct-ellingtonparks.civicplus.com/,200,[],2020-07-02T22:49:09.154510,
ct-ellingtonseniorcenter.civicplus.com,http://ct-ellingtonseniorcenter.civicplus.com/,200,[],2020-07-02T22:49:09.683799,
ct-ellingtonyouth.civicplus.com,http://ct-ellingtonyouth.civicplus.com/,200,[],2020-07-02T22:49:10.129346,
ct-enfield.civicplus.com,http://ct-enfield.civicplus.com/,200,[],2020-07-02T22:49:10.636344,
ct-enfield2.civicplus.com,http://ct-enfield2.civicplus.com/,200,[],2020-07-02T22:49:11.122460,
ct-greenwich.civicplus.com,https://ct-greenwich.civicplus.com/,200,[<Response [301]>],2020-07-02T22:49:11.999034,
ct-hamden.civicplus.com,http://ct-hamden.civicplus.com/,200,[],2020-07-02T22:49:12.597623,
ct-ledyard.civicplus.com,https://www.ledyardct.org/,200,[<Response [302]>],2020-07-02T22:49:13.701300,
ct-ledyard3.civicplus.com,https://www.ledyardct.org/,200,[<Response [302]>],2020-07-02T22:49:14.524162,
ct-madison.civicplus.com,https://www.madisonct.org/,200,[<Response [302]>],2020-07-02T22:49:15.773298,
ct-newington.civicplus.com,https://www.newingtonct.gov/,200,[<Response [302]>],2020-07-02T22:49:16.879346,
ct-norwalk.civicplus.com,https://www.norwalkct.org/,200,[<Response [302]>],2020-07-02T22:49:17.720561,
ct-norwalk2.civicplus.com,https://www.norwalkct.org/,200,[<Response [302]>],2020-07-02T22:49:18.479158,
ct-norwalklibrary.civicplus.com,http://ct-norwalklibrary.civicplus.com/,200,[],2020-07-02T22:49:18.972188,
ct-norwalklibrary2.civicplus.com,http://ct-norwalklibrary2.civicplus.com/,200,[],2020-07-02T22:49:19.513539,
ct-norwich.civicplus.com,http://ct-norwich.civicplus.com/,200,[],2020-07-02T22:49:20.013678,
ct-norwich2.civicplus.com,http://ct-norwich2.civicplus.com/,200,[],2020-07-02T22:49:20.586547,
ct-orange.civicplus.com,http://ct-orange.civicplus.com/,200,[],2020-07-02T22:49:21.230592,
ct-plymouth.civicplus.com,http://ct-plymouth.civicplus.com/,200,[],2020-07-02T22:49:21.641480,
ct-preston.civicplus.com,https://www.preston-ct.org/,200,[<Response [302]>],2020-07-02T22:49:22.454715,
ct-southwindsorparksandrec.civicplus.com,http://ct-southwindsorparksandrec.civicplus.com/,403,[],2020-07-02T22:49:27.302619,
ct-westbrook.civicplus.com,http://ct-westbrook.civicplus.com/,200,[],2020-07-02T22:49:27.845737,
ct-westhaven.civicplus.com,http://ct-westhaven.civicplus.com/,200,[],2020-07-02T22:49:28.431616,
ct-woodbridge.civicplus.com,https://www.woodbridgect.org/,200,[<Response [302]>],2020-07-02T22:49:29.566415,
cvpadfs.civicplus.com,,,,,"HTTPConnectionPool(host='cvpadfs.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b377a10>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
daleksqa.civicplus.com,,,,,"HTTPConnectionPool(host='daleksqa.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b3774d0>: Failed to establish a new connection: [Errno 113] No route to host'))"
dc-3cma.civicplus.com,http://dc-3cma.civicplus.com/,200,[],2020-07-02T22:49:33.454662,
de-bethanybeach.civicplus.com,http://de-bethanybeach.civicplus.com/,200,[],2020-07-02T22:49:33.846092,
de-bethanybeach2.civicplus.com,http://de-bethanybeach2.civicplus.com/,200,[],2020-07-02T22:49:34.218665,
de-clayton.civicplus.com,http://de-clayton.civicplus.com/,404,[],2020-07-02T22:49:34.359509,
de-elsmere.civicplus.com,http://de-elsmere.civicplus.com/,200,[],2020-07-02T22:49:34.682837,
de-milford.civicplus.com,http://de-milford.civicplus.com/,200,[],2020-07-02T22:49:35.403620,
de-milford2.civicplus.com,http://de-milford2.civicplus.com/,200,[],2020-07-02T22:49:35.835382,
de-newark.civicplus.com,https://newarkde.gov/,200,[<Response [302]>],2020-07-02T22:49:36.822405,
de-newark2.civicplus.com,https://newarkde.gov/,200,[<Response [302]>],2020-07-02T22:49:37.626371,
de-newark3.civicplus.com,https://newarkde.gov/,200,[<Response [302]>],2020-07-02T22:49:38.426683,
de-newcastlecounty.civicplus.com,https://www.nccde.org/,200,[<Response [302]>],2020-07-02T22:49:39.402202,
de-newcastlecounty2.civicplus.com,https://www.nccde.org/,200,[<Response [302]>],2020-07-02T22:49:40.419851,
de-smyrna2.civicplus.com,http://de-smyrna2.civicplus.com/,200,[],2020-07-02T22:49:41.348876,
de-smyrna3.civicplus.com,http://de-smyrna3.civicplus.com/,200,[],2020-07-02T22:49:41.953435,
demo.civicplus.com,http://demo.civicplus.com/,404,[],2020-07-02T22:49:42.092805,
dev.civicplus.com,http://dev.civicplus.com/,403,[],2020-07-02T22:49:42.227378,
dev134.civicplus.com,http://dev134.civicplus.com/,404,[],2020-07-02T22:49:42.647687,
dev135.civicplus.com,http://dev135.civicplus.com/,200,[],2020-07-02T22:50:07.836025,
dev136.civicplus.com,http://dev136.civicplus.com/,404,[],2020-07-02T22:50:08.220013,
dev137.civicplus.com,,,,,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
dev17.civicplus.com,https://dev17.civicplus.com/,404,[<Response [301]>],2020-07-02T22:53:08.368195,
dig1.civicplus.com,http://dig1.civicplus.com/,200,[],2020-07-02T22:53:08.568981,
dns1.civicplus.com,,,,,"HTTPConnectionPool(host='dns1.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b370410>: Failed to establish a new connection: [Errno 111] Connection refused'))"
dns2.civicplus.com,,,,,"HTTPConnectionPool(host='dns2.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b377510>: Failed to establish a new connection: [Errno 110] Connection timed out'))"
dns3.civicplus.com,,,,,"HTTPConnectionPool(host='dns3.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b2f9710>: Failed to establish a new connection: [Errno 110] Connection timed out'))"
dns4.civicplus.com,,,,,"HTTPConnectionPool(host='dns4.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b35a650>: Failed to establish a new connection: [Errno 110] Connection timed out'))"
dothraki.civicplus.com,http://dothraki.civicplus.com/,403,[],2020-07-02T22:59:41.364650,
dothrakiv4.civicplus.com,http://dothrakiv4.civicplus.com/,403,[],2020-07-02T22:59:41.515515,
engage6-api-staging.civicplus.com,http://engage6-api-staging.civicplus.com/,200,[],2020-07-02T22:59:44.789754,
engage6-proxy-test.civicplus.com,,,,,"HTTPConnectionPool(host='engage6-proxy-test.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b356e50>: Failed to establish a new connection: [Errno 110] Connection timed out'))"
engage6-staging-01.civicplus.com,https://engage6-staging-01.civicplus.com/,200,[<Response [302]>],2020-07-02T23:01:55.418694,
facebooksvc.civicplus.com,http://facebooksvc.civicplus.com/,200,[],2020-07-02T23:01:59.204411,
fl-altamontesprings.civicplus.com,http://fl-altamontesprings.civicplus.com/,200,[],2020-07-02T23:01:59.866522,
fl-altamontesprings2.civicplus.com,http://fl-altamontesprings2.civicplus.com/,200,[],2020-07-02T23:02:00.555330,
fl-apopka.civicplus.com,http://fl-apopka.civicplus.com/,200,[],2020-07-02T23:02:01.116494,
fl-atlanticbeach.civicplus.com,http://fl-atlanticbeach.civicplus.com/,200,[],2020-07-02T23:02:01.839896,
fl-atlanticbeach2.civicplus.com,http://fl-atlanticbeach2.civicplus.com/,200,[],2020-07-02T23:02:02.475327,
fl-atlanticbeach3.civicplus.com,http://fl-atlanticbeach3.civicplus.com/,200,[],2020-07-02T23:02:03.198151,
fl-baycounty.civicplus.com,https://www.baycountyfl.gov/,200,[<Response [302]>],2020-07-02T23:02:04.067565,
fl-bayharborislands.civicplus.com,https://www.bayharborislands-fl.gov/,200,[<Response [302]>],2020-07-02T23:02:04.748759,
fl-belleair.civicplus.com,http://fl-belleair.civicplus.com/,200,[],2020-07-02T23:02:05.335797,
fl-belleair2.civicplus.com,http://fl-belleair2.civicplus.com/,200,[],2020-07-02T23:02:06.214264,
fl-bocaraton.civicplus.com,https://fl-bocaraton.civicplus.com/,200,[<Response [301]>],2020-07-02T23:02:06.944371,
fl-bocaratondowntown.civicplus.com,https://www.downtownboca.org/,200,[<Response [302]>],2020-07-02T23:02:07.649781,
fl-callaway.civicplus.com,http://fl-callaway.civicplus.com/,200,[],2020-07-02T23:02:08.269839,
fl-callaway2.civicplus.com,http://fl-callaway2.civicplus.com/,200,[],2020-07-02T23:02:08.974154,
fl-casselberry.civicplus.com,https://www.casselberry.org/,200,[<Response [302]>],2020-07-02T23:02:10.263205,
fl-chipley.civicplus.com,http://fl-chipley.civicplus.com/,200,[],2020-07-02T23:02:10.658007,
fl-citruscountycc.civicplus.com,https://www.citrusclerk.org/,200,[<Response [302]>],2020-07-02T23:02:11.581880,
fl-cocoa.civicplus.com,https://www.cocoafl.org/,200,[<Response [302]>],2020-07-02T23:02:12.474853,
fl-cocoa2.civicplus.com,https://www.cocoafl.org/,200,[<Response [302]>],2020-07-02T23:02:13.333634,
fl-cocoa3.civicplus.com,https://www.cocoafl.org/,200,[<Response [302]>],2020-07-02T23:02:14.212350,
fl-cocoa4.civicplus.com,https://www.cocoafl.org/,200,[<Response [302]>],2020-07-02T23:02:15.082224,
fl-cocoabeach.civicplus.com,http://fl-cocoabeach.civicplus.com/,200,[],2020-07-02T23:02:15.601797,
fl-cocoabeach2.civicplus.com,http://fl-cocoabeach2.civicplus.com/,200,[],2020-07-02T23:02:16.162457,
fl-cooterfestival.civicplus.com,http://fl-cooterfestival.civicplus.com/,200,[],2020-07-02T23:02:16.745559,
fl-crestview.civicplus.com,http://fl-crestview.civicplus.com/,200,[],2020-07-02T23:02:17.290439,
fl-daniabeach.civicplus.com,https://daniabeachfl.gov/,200,[<Response [302]>],2020-07-02T23:02:18.271195,
fl-daniabeach2.civicplus.com,https://daniabeachfl.gov/,200,[<Response [302]>],2020-07-02T23:02:19.182296,
fl-daniabeach3.civicplus.com,https://daniabeachfl.gov/,200,[<Response [302]>],2020-07-02T23:02:20.122164,
fl-davie.civicplus.com,https://fl-davie.civicplus.com/,200,[<Response [301]>],2020-07-02T23:02:21.019397,
fl-daytonabeach.civicplus.com,http://fl-daytonabeach.civicplus.com/,200,[],2020-07-02T23:02:21.652027,
fl-daytonabeach2.civicplus.com,http://fl-daytonabeach2.civicplus.com/,200,[],2020-07-02T23:02:22.350240,
fl-deerfieldbeach.civicplus.com,http://fl-deerfieldbeach.civicplus.com/,200,[],2020-07-02T23:02:22.777071,
fl-deerfieldbeach2.civicplus.com,http://fl-deerfieldbeach2.civicplus.com/,200,[],2020-07-02T23:02:23.180028,
fl-deerfieldbeach5.civicplus.com,http://fl-deerfieldbeach5.civicplus.com/,200,[],2020-07-02T23:02:23.600925,
fl-deerfieldbeach6.civicplus.com,http://fl-deerfieldbeach6.civicplus.com/,200,[],2020-07-02T23:02:24.027204,
fl-destin.civicplus.com,https://www.cityofdestin.com/,200,[<Response [302]>],2020-07-02T23:02:24.699096,
fl-destin2.civicplus.com,https://www.cityofdestin.com/,200,[<Response [302]>],2020-07-02T23:02:25.323944,
fl-dunnellon.civicplus.com,https://www.dunnellon.org/,200,[<Response [302]>],2020-07-02T23:02:26.126375,
fl-escambiacountyclerk.civicplus.com,https://www.escambiaclerk.com/,200,[<Response [302]>],2020-07-02T23:02:26.745651,
fl-fernandinabeach.civicplus.com,http://fl-fernandinabeach.civicplus.com/,200,[],2020-07-02T23:02:27.302636,
fl-fernandinabeach2.civicplus.com,http://fl-fernandinabeach2.civicplus.com/,200,[],2020-07-02T23:02:27.846996,
fl-fernandinabeach3.civicplus.com,http://fl-fernandinabeach3.civicplus.com/,200,[],2020-07-02T23:02:28.374535,
fl-flaglerbeach.civicplus.com,http://fl-flaglerbeach.civicplus.com/,200,[],2020-07-02T23:02:28.937148,
fl-flaglercounty.civicplus.com,http://fl-flaglercounty.civicplus.com/,200,[],2020-07-02T23:02:29.071539,
fl-fortmyers.civicplus.com,https://cityftmyers.com/,200,[<Response [302]>],2020-07-02T23:02:29.885139,
fl-fortmyers2.civicplus.com,https://cityftmyers.com/,200,[<Response [302]>],2020-07-02T23:02:30.681023,
fl-fortmyersbeach-old.civicplus.com,http://fl-fortmyersbeach-old.civicplus.com/,200,[],2020-07-02T23:02:30.819577,
fl-fortmyersbeach.civicplus.com,http://fl-fortmyersbeach.civicplus.com/,200,[],2020-07-02T23:02:31.272310,
fl-fortmyersbeach2.civicplus.com,http://fl-fortmyersbeach2.civicplus.com/,200,[],2020-07-02T23:02:31.690737,
fl-fortmyerspolice.civicplus.com,http://fl-fortmyerspolice.civicplus.com/,200,[],2020-07-02T23:02:32.869729,
fl-fortpierce.civicplus.com,http://fl-fortpierce.civicplus.com/,200,[],2020-07-02T23:02:33.532604,
fl-fortpierce2.civicplus.com,http://fl-fortpierce2.civicplus.com/,200,[],2020-07-02T23:02:34.257100,
fl-groveland.civicplus.com,http://fl-groveland.civicplus.com/,200,[],2020-07-02T23:02:34.840930,
fl-hainescity.civicplus.com,http://fl-hainescity.civicplus.com/,200,[],2020-07-02T23:02:35.382077,
fl-hallandalebeach.civicplus.com,https://hallandalebeachfl.gov/,200,[<Response [302]>],2020-07-02T23:02:36.104921,
fl-hallandalebeach2.civicplus.com,https://hallandalebeachfl.gov/,200,[<Response [302]>],2020-07-02T23:02:36.783694,
fl-hallandalebeach3.civicplus.com,https://hallandalebeachfl.gov/,200,[<Response [302]>],2020-07-02T23:02:37.481975,
fl-hialeah.civicplus.com,https://fl-hialeah.civicplus.com/,200,[<Response [301]>],2020-07-02T23:02:38.301863,
fl-highlandbeach.civicplus.com,http://fl-highlandbeach.civicplus.com/,200,[],2020-07-02T23:02:38.442685,
fl-hillsborobeach.civicplus.com,https://www.townofhillsborobeach.com/,200,[<Response [302]>],2020-07-02T23:02:39.065792,
fl-hillsboroughcounty.civicplus.com,http://fl-hillsboroughcounty.civicplus.com/,200,[],2020-07-02T23:02:39.208018,
fl-hollywood.civicplus.com,http://fl-hollywood.civicplus.com/,200,[],2020-07-02T23:02:39.908317,
fl-hollywood2.civicplus.com,http://fl-hollywood2.civicplus.com/,200,[],2020-07-02T23:02:40.670744,
fl-hollywoodcra.civicplus.com,http://fl-hollywoodcra.civicplus.com/,200,[],2020-07-02T23:02:41.264396,
fl-hollywooded.civicplus.com,http://fl-hollywooded.civicplus.com/,200,[],2020-07-02T23:02:41.879213,
fl-homestead.civicplus.com,https://www.cityofhomestead.com/,200,[<Response [302]>],2020-07-02T23:02:43.861880,
fl-homestead2.civicplus.com,https://www.cityofhomestead.com/,200,[<Response [302]>],2020-07-02T23:02:45.522374,
fl-indianshores.civicplus.com,https://www.myindianshores.com/,200,[<Response [302]>],2020-07-02T23:02:46.544550,
fl-inverness.civicplus.com,http://fl-inverness.civicplus.com/,200,[],2020-07-02T23:02:47.129678,
fl-inverness2.civicplus.com,http://fl-inverness2.civicplus.com/,200,[],2020-07-02T23:02:47.839023,
fl-invernessevb.civicplus.com,http://fl-invernessevb.civicplus.com/,200,[],2020-07-02T23:02:48.619894,
fl-jupiter.civicplus.com,https://www.jupiter.fl.us/,200,[<Response [302]>],2020-07-02T23:02:49.562785,
fl-jupiter2.civicplus.com,https://www.jupiter.fl.us/,200,[<Response [302]>],2020-07-02T23:02:50.373267,
fl-lakewales.civicplus.com,https://www.lakewalesfl.gov/,200,[<Response [302]>],2020-07-02T23:02:51.168572,
fl-lauderdalebythesea.civicplus.com,https://www.lauderdalebythesea-fl.gov/,200,[<Response [302]>],2020-07-02T23:02:51.890892,
fl-lauderdalelakes.civicplus.com,http://fl-lauderdalelakes.civicplus.com/,200,[],2020-07-02T23:02:52.686257,
fl-lauderdalelakes2.civicplus.com,http://fl-lauderdalelakes2.civicplus.com/,200,[],2020-07-02T23:02:53.220439,
fl-longwood.civicplus.com,https://www.longwoodfl.org/,200,[<Response [302]>],2020-07-02T23:02:54.007934,
