,url,status_code,history,timestamp,error_msg
ab-banff.civicplus.com,https://banff.ca/,200,[<Response [302]>],2020-07-02T22:37:43.070347,
ab-banff2.civicplus.com,https://banff.ca/,200,[<Response [302]>],2020-07-02T22:37:43.922277,
ab-beaumont.civicplus.com,https://www.beaumont.ab.ca/,200,[<Response [302]>],2020-07-02T22:37:44.619726,
ab-blackdiamond.civicplus.com,http://ab-blackdiamond.civicplus.com/,200,[],2020-07-02T22:37:45.303254,
ab-bonnyville.civicplus.com,https://md.bonnyville.ab.ca/,200,[<Response [302]>],2020-07-02T22:37:46.319437,
ab-brooks.civicplus.com,http://ab-brooks.civicplus.com/,200,[],2020-07-02T22:37:46.772254,
ab-camrose.civicplus.com,http://ab-camrose.civicplus.com/,404,[],2020-07-02T22:37:46.917936,
ab-camrose2.civicplus.com,http://ab-camrose2.civicplus.com/,404,[],2020-07-02T22:37:47.051069,
ab-chestermere.civicplus.com,https://www.chestermere.ca/,200,[<Response [302]>],2020-07-02T22:37:47.891918,
ab-chestermere2.civicplus.com,https://www.chestermere.ca/,200,[<Response [302]>],2020-07-02T22:37:48.652824,
ab-cochrane.civicplus.com,https://www.cochrane.ca/,200,[<Response [302]>],2020-07-02T22:37:49.536724,
ab-cochrane2.civicplus.com,https://www.cochrane.ca/,200,[<Response [302]>],2020-07-02T22:37:50.352265,
ab-eckville.civicplus.com,http://ab-eckville.civicplus.com/,200,[],2020-07-02T22:37:50.767277,
ab-fortmacleod.civicplus.com,http://ab-fortmacleod.civicplus.com/,200,[],2020-07-02T22:37:50.919897,
ab-highlevel.civicplus.com,http://ab-highlevel.civicplus.com/,200,[],2020-07-02T22:37:51.369218,
ab-hinton.civicplus.com,https://www.hinton.ca/,200,[<Response [302]>],2020-07-02T22:37:52.324283,
ab-hinton2.civicplus.com,https://www.hinton.ca/,200,[<Response [302]>],2020-07-02T22:37:53.112692,
ab-hintoncalendar.civicplus.com,,,,,"HTTPConnectionPool(host='ab-hintoncalendar.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b392c90>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
ab-hintoncommunity.civicplus.com,http://ab-hintoncommunity.civicplus.com/,200,[],2020-07-02T22:37:53.806060,
ab-jasper.civicplus.com,http://ab-jasper.civicplus.com/,200,[],2020-07-02T22:37:54.130035,
ab-jedi.civicplus.com,http://ab-jedi.civicplus.com/,200,[],2020-07-02T22:37:54.220459,
ab-kinosooridge.civicplus.com,http://ab-kinosooridge.civicplus.com/,200,[],2020-07-02T22:37:54.635488,
ab-kneehillcounty.civicplus.com,https://kneehillcounty.com/,200,[<Response [302]>],2020-07-02T22:37:55.333962,
ab-lloydminster.civicplus.com,http://ab-lloydminster.civicplus.com/,200,[],2020-07-02T22:37:55.464159,
ab-lloydminsterintranet.civicplus.com,http://ab-lloydminsterintranet.civicplus.com/,404,[],2020-07-02T22:37:55.562185,
ab-mdbighorn.civicplus.com,https://www.mdbighorn.ca/,200,[<Response [302]>],2020-07-02T22:37:56.362989,
ab-nanton.civicplus.com,https://www.nanton.ca/,200,[<Response [302]>],2020-07-02T22:37:57.052842,
ab-reddeerairport.civicplus.com,https://www.flyreddeer.com/,200,[<Response [302]>],2020-07-02T22:37:57.735129,
ab-reddeercounty.civicplus.com,http://ab-reddeercounty.civicplus.com/,200,[],2020-07-02T22:37:58.284813,
ab-reddeercountyedc.civicplus.com,https://www.growrdcounty.ca/,200,[<Response [302]>],2020-07-02T22:37:58.954108,
ab-rockymountainhouse.civicplus.com,http://ab-rockymountainhouse.civicplus.com/,200,[],2020-07-02T22:37:59.609642,
ab-slavelake.civicplus.com,http://ab-slavelake.civicplus.com/,200,[],2020-07-02T22:38:00.072434,
ab-stettlercounty.civicplus.com,http://ab-stettlercounty.civicplus.com/,200,[],2020-07-02T22:38:00.620944,
ab-taber.civicplus.com,http://ab-taber.civicplus.com/,200,[],2020-07-02T22:38:00.712158,
ab-tabermunicipaldistrict.civicplus.com,http://ab-tabermunicipaldistrict.civicplus.com/,200,[],2020-07-02T22:38:00.801271,
ab-wetaskiwin.civicplus.com,http://ab-wetaskiwin.civicplus.com/,200,[],2020-07-02T22:38:01.193731,
ab-wetaskiwin2.civicplus.com,http://ab-wetaskiwin2.civicplus.com/,200,[],2020-07-02T22:38:01.600128,
ab-wetaskiwincounty.civicplus.com,https://www.county.wetaskiwin.ab.ca/,200,[<Response [302]>],2020-07-02T22:38:02.404631,
ab-wheatlandcounty.civicplus.com,http://ab-wheatlandcounty.civicplus.com/,200,[],2020-07-02T22:38:02.494874,
account.civicplus.com,https://account.civicplus.com/,200,[<Response [301]>],2020-07-02T22:38:02.774540,
ak-ketchikangatewayborough.civicplus.com,https://www.kgbak.us/,200,[<Response [302]>],2020-07-02T22:38:03.591203,
ak-kodiak.civicplus.com,https://www.kodiakak.us/,200,[<Response [302]>],2020-07-02T22:38:04.126076,
ak-kodiakisland2.civicplus.com,https://www.kodiakak.us/,200,[<Response [302]>],2020-07-02T22:38:04.791896,
ak-kodiakisland3.civicplus.com,https://www.kodiakak.us/,200,[<Response [302]>],2020-07-02T22:38:05.433656,
ak-valdez.civicplus.com,http://ak-valdez.civicplus.com/,200,[],2020-07-02T22:38:06.043199,
ak-wrangellschools.civicplus.com,http://ak-wrangellschools.civicplus.com/,200,[],2020-07-02T22:38:06.178509,
ak-wrangellschools2.civicplus.com,http://ak-wrangellschools2.civicplus.com/,200,[],2020-07-02T22:38:06.318949,
al-.civicplus.com,,,,,"HTTPConnectionPool(host='al-.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b392f50>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
al-alabaster.civicplus.com,http://al-alabaster.civicplus.com/,200,[],2020-07-02T22:38:06.902206,
al-athens.civicplus.com,https://www.athensalabama.us/,200,[<Response [302]>],2020-07-02T22:38:07.558223,
al-birminghamcouncil.civicplus.com,,,,,"HTTPConnectionPool(host='al-birminghamcouncil.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b3960d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
al-boaz.civicplus.com,https://www.cityofboaz.org/,200,[<Response [302]>],2020-07-02T22:38:08.274843,
al-calera.civicplus.com,http://al-calera.civicplus.com/,200,[],2020-07-02T22:38:08.933521,
al-coffeecounty.civicplus.com,http://al-coffeecounty.civicplus.com/,200,[],2020-07-02T22:38:09.343072,
al-daphne.civicplus.com,http://al-daphne.civicplus.com/,200,[],2020-07-02T22:38:09.865726,
al-dothan.civicplus.com,http://al-dothan.civicplus.com/,200,[],2020-07-02T22:38:10.432108,
al-gadsden.civicplus.com,http://al-gadsden.civicplus.com/,200,[],2020-07-02T22:38:11.345333,
al-gadsden2.civicplus.com,http://al-gadsden2.civicplus.com/,200,[],2020-07-02T22:38:12.163314,
al-gulfshores.civicplus.com,https://www.gulfshoresal.gov/,200,[<Response [302]>],2020-07-02T22:38:12.905425,
al-gulfshores2.civicplus.com,https://www.gulfshoresal.gov/,200,[<Response [302]>],2020-07-02T22:38:13.711400,
al-hoover-old.civicplus.com,http://al-hoover-old.civicplus.com/,200,[],2020-07-02T22:38:13.863980,
al-hoover.civicplus.com,http://al-hoover.civicplus.com/,200,[],2020-07-02T22:38:14.742694,
al-jacksoncounty.civicplus.com,https://www.jacksoncountyal.gov/,200,[<Response [302]>],2020-07-02T22:38:15.429324,
al-locustfork.civicplus.com,http://al-locustfork.civicplus.com/,200,[],2020-07-02T22:38:15.999429,
al-madison.civicplus.com,http://al-madison.civicplus.com/,200,[],2020-07-02T22:38:16.146836,
al-madison2.civicplus.com,http://al-madison2.civicplus.com/,200,[],2020-07-02T22:38:16.755054,
al-montevallo.civicplus.com,http://al-montevallo.civicplus.com/,200,[],2020-07-02T22:38:17.265394,
al-opelika.civicplus.com,https://www.opelika-al.gov/,200,[<Response [302]>],2020-07-02T22:38:18.111512,
al-shelbycounty.civicplus.com,https://www.shelbyal.com/,200,[<Response [302]>],2020-07-02T22:38:18.815886,
al-shelbycounty2.civicplus.com,https://www.shelbyal.com/,200,[<Response [302]>],2020-07-02T22:38:19.476301,
al-shelbycountysheriff.civicplus.com,http://al-shelbycountysheriff.civicplus.com/Error.aspx?aspxerrorpath=/,500,[<Response [302]>],2020-07-02T22:38:36.599181,
al-shelbycountysheriff2.civicplus.com,https://www.shelbyso.com/,200,[<Response [302]>],2020-07-02T22:38:37.379618,
al-shelbycountytourism.civicplus.com,http://al-shelbycountytourism.civicplus.com/,200,[],2020-07-02T22:38:37.756682,
al-stclaircounty.civicplus.com,http://al-stclaircounty.civicplus.com/,200,[],2020-07-02T22:38:38.172789,
al-thewavetransitsystem.civicplus.com,http://al-thewavetransitsystem.civicplus.com/,200,[],2020-07-02T22:38:38.749856,
al-tuscaloosa.civicplus.com,,,,,"HTTPConnectionPool(host='al-tuscaloosa.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b39c9d0>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
alaina.civicplus.com,,,,,"HTTPConnectionPool(host='alaina.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b39c6d0>: Failed to establish a new connection: [Errno -5] No address associated with hostname'))"
ar-bentonville.civicplus.com,http://ar-bentonville.civicplus.com/,200,[],2020-07-02T22:38:39.328696,
ar-bryant2.civicplus.com,https://www.cityofbryant.com/,200,[<Response [302]>],2020-07-02T22:38:40.512637,
ar-bryant3.civicplus.com,https://www.cityofbryant.com/,200,[<Response [302]>],2020-07-02T22:38:41.579095,
ar-clarksvillelwc.civicplus.com,http://ar-clarksvillelwc.civicplus.com/,200,[],2020-07-02T22:38:41.996092,
ar-eurekaspringscapc.civicplus.com,,,,,"HTTPConnectionPool(host='ar-eurekaspringscapc.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396ba18790>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
ar-fayetteville.civicplus.com,http://ar-fayetteville.civicplus.com/,200,[],2020-07-02T22:38:43.007517,
ar-fayetteville2.civicplus.com,http://ar-fayetteville2.civicplus.com/,200,[],2020-07-02T22:38:43.795390,
ar-fayettevilleintranet.civicplus.com,https://ar-fayettevilleintranet.civicplus.com/Admin/Saml/LogonRequest?logonType=intranet,200,"[<Response [302]>, <Response [302]>, <Response [302]>]",2020-07-02T22:38:44.433594,
ar-garlandcounty.civicplus.com,https://www.garlandcounty.org/,200,[<Response [302]>],2020-07-02T22:38:45.139616,
ar-hotsprings.civicplus.com,https://www.cityhs.net/,200,[<Response [302]>],2020-07-02T22:38:45.885916,
ar-jacksonville.civicplus.com,http://ar-jacksonville.civicplus.com/,200,[],2020-07-02T22:38:46.469915,
ar-jonesboro.civicplus.com,http://ar-jonesboro.civicplus.com/,200,[],2020-07-02T22:38:47.296586,
ar-maumelle.civicplus.com,https://www.maumelle.org/,200,[<Response [302]>],2020-07-02T22:38:48.085545,
ar-nevadacounty-cr.civicplus.com,http://ar-nevadacounty-cr.civicplus.com/,200,[],2020-07-02T22:38:48.344133,
ar-nlrha.civicplus.com,https://www.nlrha.org/,200,[<Response [302]>],2020-07-02T22:38:49.123491,
ar-rogers.civicplus.com,http://ar-rogers.civicplus.com/,200,[],2020-07-02T22:38:49.986099,
ar-rogers2.civicplus.com,http://ar-rogers2.civicplus.com/,200,[],2020-07-02T22:38:50.727054,
ar-russellville.civicplus.com,http://ar-russellville.civicplus.com/,200,[],2020-07-02T22:38:51.503896,
ar-russellvillepolice.civicplus.com,http://ar-russellvillepolice.civicplus.com/,200,[],2020-07-02T22:38:51.984979,
ar-sherwood.civicplus.com,https://www.cityofsherwood.net/,200,[<Response [302]>],2020-07-02T22:38:52.701246,
ar-siloamsprings.civicplus.com,https://www.siloamsprings.com/,200,[<Response [302]>],2020-07-02T22:38:53.477494,
ar-springdale.civicplus.com,http://ar-springdale.civicplus.com/,200,[],2020-07-02T22:38:54.393613,
ar-vanburen.civicplus.com,http://ar-vanburen.civicplus.com/,200,[],2020-07-02T22:38:55.235359,
auth-api-test.transform.civicplus.com,http://auth-api-test.transform.civicplus.com/,403,[],2020-07-02T22:38:55.294621,
az-aaco.civicplus.com,http://az-aaco.civicplus.com/,200,[],2020-07-02T22:38:55.792912,
az-apachejunction.civicplus.com,,,,,"HTTPConnectionPool(host='az-apachejunction.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b3b2250>: Failed to establish a new connection: [Errno 110] Connection timed out'))"
az-apachejunction2.civicplus.com,http://az-apachejunction2.civicplus.com/,200,[],2020-07-02T22:41:06.143616,
az-apachejunction3.civicplus.com,http://az-apachejunction3.civicplus.com/,200,[],2020-07-02T22:41:06.823935,
az-apachejunction4.civicplus.com,http://az-apachejunction4.civicplus.com/,200,[],2020-07-02T22:41:07.535456,
az-avondale.civicplus.com,http://az-avondale.civicplus.com/,200,[],2020-07-02T22:41:07.670308,
az-avondale2.civicplus.com,http://az-avondale2.civicplus.com/,200,[],2020-07-02T22:41:07.814454,
az-avondalelibrary.civicplus.com,http://az-avondalelibrary.civicplus.com/,200,[],2020-07-02T22:41:07.952396,
az-bisbee.civicplus.com,http://az-bisbee.civicplus.com/,200,[],2020-07-02T22:41:08.462727,
az-blackstoneatvistancia.civicplus.com,https://www.blackstonehoa.net/,200,[<Response [302]>],2020-07-02T22:41:09.116733,
az-buckeye.civicplus.com,http://az-buckeye.civicplus.com/,404,[],2020-07-02T22:41:09.250741,
az-buckeye2.civicplus.com,,,,,"HTTPConnectionPool(host='az-buckeye2.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396ba02f50>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
az-carefree.civicplus.com,http://az-carefree.civicplus.com/,200,[],2020-07-02T22:41:09.822819,
az-cavecreek.civicplus.com,http://az-cavecreek.civicplus.com/,404,[],2020-07-02T22:41:09.956114,
az-cavecreek2.civicplus.com,https://www.cavecreek.org/,200,[<Response [302]>],2020-07-02T22:41:10.684648,
az-cavecreek3.civicplus.com,https://www.cavecreek.org/,200,[<Response [302]>],2020-07-02T22:41:11.463567,
az-chinovalley.civicplus.com,http://az-chinovalley.civicplus.com/,200,[],2020-07-02T22:41:11.963219,
az-coconinocounty.civicplus.com,https://coconino.az.gov/,200,[<Response [302]>],2020-07-02T22:41:12.816652,
az-coconinocounty2.civicplus.com,https://coconino.az.gov/,200,[<Response [302]>],2020-07-02T22:41:13.630119,
az-cottonwood.civicplus.com,http://az-cottonwood.civicplus.com/,200,[],2020-07-02T22:41:14.103175,
az-deweyhumboldt.civicplus.com,http://az-deweyhumboldt.civicplus.com/,200,[],2020-07-02T22:41:14.548166,
az-douglas.civicplus.com,http://az-douglas.civicplus.com/,200,[],2020-07-02T22:41:15.066631,
az-elmirage.civicplus.com,http://az-elmirage.civicplus.com/,200,[],2020-07-02T22:41:15.479022,
az-elmirage2.civicplus.com,http://az-elmirage2.civicplus.com/,200,[],2020-07-02T22:41:15.921917,
az-elmirage3.civicplus.com,http://az-elmirage3.civicplus.com/,200,[],2020-07-02T22:41:16.349320,
az-elmirage4.civicplus.com,http://az-elmirage4.civicplus.com/,200,[],2020-07-02T22:41:16.805450,
az-eloy.civicplus.com,https://eloyaz.gov/,200,[<Response [302]>],2020-07-02T22:41:17.649136,
az-estrellacommunity.civicplus.com,http://az-estrellacommunity.civicplus.com/,200,[],2020-07-02T22:41:18.145718,
az-flagstaff.civicplus.com,,,,,"HTTPConnectionPool(host='az-flagstaff.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b396fd0>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
az-flagstaff2.civicplus.com,https://www.flagstaff.az.gov/,200,[<Response [302]>],2020-07-02T22:41:19.439119,
az-flagstaff3.civicplus.com,https://www.flagstaff.az.gov/,200,[<Response [302]>],2020-07-02T22:41:20.630703,
az-flagstaff4.civicplus.com,https://www.flagstaff.az.gov/,200,[<Response [302]>],2020-07-02T22:41:21.785274,
az-flagstaffstorm.civicplus.com,http://az-flagstaffstorm.civicplus.com/,200,[],2020-07-02T22:41:21.924152,
az-fountainhills.civicplus.com,http://az-fountainhills.civicplus.com/,200,[],2020-07-02T22:41:22.539194,
az-gilabend2.civicplus.com,https://www.gilabendaz.org/,200,[<Response [302]>],2020-07-02T22:41:23.765420,
az-goodyear.civicplus.com,,,,,"HTTPConnectionPool(host='az-goodyear.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b396050>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
az-goodyear2.civicplus.com,,,,,"HTTPConnectionPool(host='az-goodyear2.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b396c50>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
az-grahamcounty.civicplus.com,https://www.graham.az.gov/,200,[<Response [302]>],2020-07-02T22:41:24.723744,
az-grayhawkcommunityassociation.civicplus.com,http://az-grayhawkcommunityassociation.civicplus.com/,200,[],2020-07-02T22:41:25.219223,
az-lact.civicplus.com,http://az-lact.civicplus.com/,200,[],2020-07-02T22:41:26.146643,
az-lapazcounty.civicplus.com,http://az-lapazcounty.civicplus.com/,200,[],2020-07-02T22:41:26.583789,
az-litchfieldpark.civicplus.com,http://az-litchfieldpark.civicplus.com/,200,[],2020-07-02T22:41:27.108210,
az-litchfieldpark2.civicplus.com,http://az-litchfieldpark2.civicplus.com/,200,[],2020-07-02T22:41:27.625727,
az-litchfieldpark3.civicplus.com,http://az-litchfieldpark3.civicplus.com/,200,[],2020-07-02T22:41:28.137733,
az-marana.civicplus.com,,,,,"HTTPConnectionPool(host='az-marana.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b3ab790>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
az-marana2.civicplus.com,,,,,"HTTPConnectionPool(host='az-marana2.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b3ab910>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
az-maranausd.civicplus.com,http://az-maranausd.civicplus.com/,200,[],2020-07-02T22:41:28.383846,
az-maranausd2.civicplus.com,http://az-maranausd2.civicplus.com/,200,[],2020-07-02T22:41:28.524669,
az-maricopacounty.civicplus.com,https://az-maricopacounty.civicplus.com/,200,[<Response [301]>],2020-07-02T22:41:30.144198,
az-maricopacountyattorney.civicplus.com,https://az-maricopacountyattorney.civicplus.com/,200,[<Response [301]>],2020-07-02T22:41:30.534743,
az-paradisevalley.civicplus.com,https://www.paradisevalleyaz.gov/,200,[<Response [302]>],2020-07-02T22:41:31.317790,
az-paradisevalley2.civicplus.com,https://www.paradisevalleyaz.gov/,200,[<Response [302]>],2020-07-02T22:41:32.031971,
az-paradisevalley3.civicplus.com,https://www.paradisevalleyaz.gov/,200,[<Response [302]>],2020-07-02T22:41:32.915978,
az-pinetoplakeside.civicplus.com,http://az-pinetoplakeside.civicplus.com/,200,[],2020-07-02T22:41:33.489577,
az-powerranchcommunityassociation.civicplus.com,https://az-powerranchcommunityassociation.civicplus.com/,200,[<Response [302]>],2020-07-02T22:41:34.070856,
az-prescottvalley.civicplus.com,https://www.pvaz.net/,200,[<Response [302]>],2020-07-02T22:41:35.141993,
az-safford.civicplus.com,http://az-safford.civicplus.com/,200,[],2020-07-02T22:41:35.794251,
az-safford2.civicplus.com,http://az-safford2.civicplus.com/,200,[],2020-07-02T22:41:36.362386,
az-sahuarita.civicplus.com,https://sahuaritaaz.gov/,200,[<Response [302]>],2020-07-02T22:41:37.225055,
az-sahuarita2.civicplus.com,https://sahuaritaaz.gov/,200,[<Response [302]>],2020-07-02T22:41:38.017693,
az-sanluis.civicplus.com,https://www.sanluisaz.gov/,200,[<Response [302]>],2020-07-02T22:41:39.113552,
az-santacruzcounty.civicplus.com,https://www.santacruzcountyaz.gov/,200,[<Response [302]>],2020-07-02T22:41:39.966243,
az-showlow.civicplus.com,http://az-showlow.civicplus.com/,200,[],2020-07-02T22:41:40.584702,
az-surprise.civicplus.com,https://www.surpriseaz.gov/,200,[<Response [302]>],2020-07-02T22:41:41.581101,
az-surprise2.civicplus.com,https://www.surpriseaz.gov/,200,[<Response [302]>],2020-07-02T22:41:42.644257,
az-thatcher2.civicplus.com,http://az-thatcher2.civicplus.com/,200,[],2020-07-02T22:41:43.297279,
az-tolleson2.civicplus.com,https://www.tollesonaz.org/,200,[<Response [302]>],2020-07-02T22:41:44.024764,
az-tolleson3.civicplus.com,https://www.tollesonaz.org/,200,[<Response [302]>],2020-07-02T22:41:44.871864,
az-tolleson4.civicplus.com,https://www.tollesonaz.org/,200,[<Response [302]>],2020-07-02T22:41:45.586540,
az-villageatvistancia.civicplus.com,https://www.myvistancia.com/,200,[<Response [302]>],2020-07-02T22:41:46.453632,
az-wickenburg.civicplus.com,http://az-wickenburg.civicplus.com/,200,[],2020-07-02T22:41:46.911270,
az-wickenburg2.civicplus.com,http://az-wickenburg2.civicplus.com/,200,[],2020-07-02T22:41:47.365636,
az-youngtown2.civicplus.com,http://az-youngtown2.civicplus.com/,200,[],2020-07-02T22:41:47.502209,
bc-cowichanvalley-old.civicplus.com,http://bc-cowichanvalley-old.civicplus.com/,200,[],2020-07-02T22:41:47.647322,
bc-cowichanvalley.civicplus.com,https://www.cvrd.bc.ca/,200,[<Response [302]>],2020-07-02T22:41:48.427314,
bc-cowichanvalley2.civicplus.com,https://www.cvrd.bc.ca/,200,[<Response [302]>],2020-07-02T22:41:49.120264,
bc-creston.civicplus.com,https://creston.ca/,200,[<Response [302]>],2020-07-02T22:41:49.860081,
bc-highlands.civicplus.com,https://www.highlands.ca/,200,[<Response [302]>],2020-07-02T22:41:50.664697,
bc-mapleridge.civicplus.com,https://www.mapleridge.ca/,200,[<Response [302]>],2020-07-02T22:41:51.629880,
bc-mapleridge2.civicplus.com,https://www.mapleridge.ca/,200,[<Response [302]>],2020-07-02T22:41:52.572967,
bc-nelson.civicplus.com,http://bc-nelson.civicplus.com/,200,[],2020-07-02T22:41:53.370087,
bc-revelstoke.civicplus.com,http://bc-revelstoke.civicplus.com/,200,[],2020-07-02T22:41:53.894091,
bc-revelstoke2.civicplus.com,http://bc-revelstoke2.civicplus.com/,200,[],2020-07-02T22:41:54.371519,
bc-salmonarm.civicplus.com,http://bc-salmonarm.civicplus.com/,200,[],2020-07-02T22:42:07.138678,
bc-westkelowna.civicplus.com,http://bc-westkelowna.civicplus.com/,200,[],2020-07-02T22:42:07.318883,
bc-whiterock.civicplus.com,https://www.whiterockcity.ca/,200,[<Response [302]>],2020-07-02T22:42:08.258017,
bc-williamslake.civicplus.com,http://bc-williamslake.civicplus.com/,200,[],2020-07-02T22:42:08.860513,
ca-adelanto.civicplus.com,https://www.ci.adelanto.ca.us/,200,[<Response [302]>],2020-07-02T22:42:09.526846,
ca-alamedacountywater.civicplus.com,https://www.acwd.org/,200,[<Response [302]>],2020-07-02T22:42:10.301964,
ca-alamedacountywater2.civicplus.com,https://www.acwd.org/,200,[<Response [302]>],2020-07-02T22:42:11.015480,
ca-alpinecounty.civicplus.com,http://ca-alpinecounty.civicplus.com/,200,[],2020-07-02T22:42:11.446571,
ca-anaheim-sandbox6.civicplus.com,https://ca-anaheim-sandbox6.civicplus.com/,200,[<Response [302]>],2020-07-02T22:42:12.717358,
ca-anaheim.civicplus.com,http://ca-anaheim.civicplus.com/,200,[],2020-07-02T22:42:13.448092,
ca-arcata.civicplus.com,https://www.cityofarcata.org/,200,[<Response [302]>],2020-07-02T22:42:14.372200,
ca-arroyogrande.civicplus.com,http://ca-arroyogrande.civicplus.com/,200,[],2020-07-02T22:42:15.030958,
ca-artesia.civicplus.com,http://ca-artesia.civicplus.com/,200,[],2020-07-02T22:42:15.394988,
ca-atherton.civicplus.com,http://ca-atherton.civicplus.com/,200,[],2020-07-02T22:42:15.840340,
ca-auburn.civicplus.com,https://www.auburn.ca.gov/,200,[<Response [302]>],2020-07-02T22:42:16.437039,
ca-avenal.civicplus.com,http://ca-avenal.civicplus.com/,200,[],2020-07-02T22:42:16.900623,
ca-azusa.civicplus.com,https://azusaca.gov/,200,[<Response [302]>],2020-07-02T22:42:17.608821,
ca-azusa2.civicplus.com,https://azusaca.gov/,200,[<Response [302]>],2020-07-02T22:42:18.287455,
ca-banning.civicplus.com,http://ca-banning.civicplus.com/,200,[],2020-07-02T22:42:19.049800,
ca-banning2.civicplus.com,http://ca-banning2.civicplus.com/,200,[],2020-07-02T22:42:19.920493,
ca-bbldwp.civicplus.com,http://ca-bbldwp.civicplus.com/,200,[],2020-07-02T22:42:20.388082,
ca-bbldwp2.civicplus.com,http://ca-bbldwp2.civicplus.com/,200,[],2020-07-02T22:42:20.837278,
ca-beaumont.civicplus.com,,,,,"HTTPConnectionPool(host='ca-beaumont.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b37f190>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
ca-beaumont2.civicplus.com,http://ca-beaumont2.civicplus.com/,200,[],2020-07-02T22:42:21.575868,
ca-beaumontlibrary.civicplus.com,http://ca-beaumontlibrary.civicplus.com/,200,[],2020-07-02T22:42:22.223740,
ca-belvedere.civicplus.com,http://ca-belvedere.civicplus.com/,200,[],2020-07-02T22:42:22.793852,
ca-belvedere2.civicplus.com,http://ca-belvedere2.civicplus.com/,200,[],2020-07-02T22:42:23.360492,
ca-blythe.civicplus.com,http://ca-blythe.civicplus.com/,200,[],2020-07-02T22:42:23.897359,
ca-blythe2.civicplus.com,http://ca-blythe2.civicplus.com/,200,[],2020-07-02T22:42:24.425934,
ca-brea.civicplus.com,http://ca-brea.civicplus.com/,200,[],2020-07-02T22:42:25.156507,
ca-brea2.civicplus.com,http://ca-brea2.civicplus.com/,200,[],2020-07-02T22:42:25.904507,
ca-campbell.civicplus.com,https://www.ci.campbell.ca.us/,200,[<Response [302]>],2020-07-02T22:42:26.960006,
ca-canyonlakepoa.civicplus.com,https://www.canyonlakepoa.com/,200,[<Response [302]>],2020-07-02T22:42:27.820822,
ca-ceres.civicplus.com,http://ca-ceres.civicplus.com/,200,[],2020-07-02T22:42:28.375896,
ca-cfpd.civicplus.com,https://www.centralfpd.com/,200,[<Response [302]>],2020-07-02T22:42:29.146770,
ca-chinobasinwaterdistrict.civicplus.com,https://www.cbwcd.org/,200,[<Response [302]>],2020-07-02T22:42:30.074116,
ca-chinodesalter.civicplus.com,http://ca-chinodesalter.civicplus.com/,200,[],2020-07-02T22:42:30.566618,
ca-chinohills.civicplus.com,https://www.chinohills.org/,200,[<Response [302]>],2020-07-02T22:42:31.617508,
ca-chinohills2.civicplus.com,https://www.chinohills.org/,200,[<Response [302]>],2020-07-02T22:42:32.530597,
ca-chinovalleyifd.civicplus.com,http://ca-chinovalleyifd.civicplus.com/,200,[],2020-07-02T22:42:33.002386,
ca-chowchilla.civicplus.com,http://ca-chowchilla.civicplus.com/,200,[],2020-07-02T22:42:33.447023,
ca-citrusheights.civicplus.com,http://ca-citrusheights.civicplus.com/,200,[],2020-07-02T22:42:34.372631,
